id,document,document_preproced
39652762,"Christopher Williams, 25, who was living in Derby, died at the scene of the crash on the A52, in Bottesford, on 25 May 2016.
Garry Allen, 33, of Cressing Road, Braintree, Essex, was arrested at the time and has now been charged with causing death by dangerous driving.
He is due to appear at Leicester Magistrates' Court on Friday.",christoph william live derbi die scene crash bottesford may garri allen cress road braintre essex arrest time charg caus death danger drive due appear leicest magistr court friday
33258866,"Sarah Sands, 32, killed her 77-year-old neighbour Michael Pleasted weeks after finding out he allegedly abused three boys, the Old Bailey was told.
She told police that Mr Pleasted, who had been charged with sexual assaults on two children aged under 13, had been ""asking for trouble"".
He was killed in his Canning Town flat on 28 November. Ms Sands denies murder.
The court heard how Ms Sands armed herself with a knife after drinking two bottles of wine and a bottle of brandy.
The case's prosecutor Jonathan Ree said CCTV footage showed she was in his block of flats for 20 minutes.
Mr Pleasted, who was stabbed eight times, had been on bail awaiting trial. Police were also investigating an allegation he had abused a third boy.
Ms Sands had befriended the pensioner who was a familiar local figure and ran a bric-a-brac shop from a Mace convenience store, the court heard.
She used to visit him at his flat and bring him meals before she became aware of the abuse allegations.
After the stabbing, Ms Sands went to the Isle of Dogs, putting the knife and clothes she had been wearing in a carrier bag.
Before deciding to hand herself in, she told a family friend: ""I stabbed him"".
During a police interview, she said she had tried to help him, while all the while he was abusing young children.
She later said in a statement that she denied intending to kill Mr Pleasted or cause him serious bodily harm, claiming she went to confront him and took a knife for protection as she was scared.
The trial continues.",sarah sand kill -year-old neighbour michael pleast week find alleg abus three boy old bailey told told polic mr pleast charg sexual assault two child age ask troubl kill canning town flat novemb m sand deni murder court heard m sand arm knife drink two bottl wine bottl brandi case prosecutor jonathan ree said cctv footag show block flat minut mr pleast stab eight time bail await trial polic also investig alleg abus third boy m sand befriend pension familiar local figur ran bric-a-brac shop mace conveni store court heard use visit flat bring meal becam awar abus alleg stab m sand went isl dog put knife cloth wear carrier bag decid hand told famili friend stab polic interview said tri help abus young child later said statement deni intend kill mr pleast caus serious bodili harm claim went confront took knife protect scare trial continu
36962388,"Human Rights Watch and Amnesty International released a report criticising conditions at a detention centre on the island of Nauru.
The report concluded that Australia must intentionally allow abuse of detainees to deter asylum seekers.
A statement from the Immigration Department criticised Amnesty for not consulting the government.
""There was no consultation with the Department of Immigration and Border Protection from Amnesty International in preparation of this report,"" the statement said.
""We strongly refute many of the allegations in the report and would encourage Amnesty International to contact the Department before airing allegations of this kind.""
The statement said Australia did not exert control over the laws of Nauru, a sovereign country. It said the Australian government welcomed independent scrutiny of its facilities.
Australia transports asylum seekers who arrive by boat to off-shore processing centres in Nauru and Papua New Guinea.
Read more: Why are asylum seekers so controversial in Australia?
The Amnesty International and Human Rights Watch report was written after an incognito visit to Nauru last month. The organisations said Australia's actions seemed designed to discourage other migrants from attempting to get to Australia.
No documentary evidence was provided in the report to support the claim.
But interviews with 84 refugees and asylum seekers unearthed claims of rape and assault at the hand of Nauruan locals, inadequate medical care and cramped, uncomfortable living conditions.
The detention centre at Nauru is run by a company called Broadspectrum and medical services are provided by International Health and Medical Services. Both companies have a contract with the Australian government.
One woman quoted in the report said she had married a man 15 years her senior in order to feel safe on the island. Another said Nauruan men had driven her into the jungle with the intent of raping her.
Although most held on the island have been identified as genuine refugees and released into the community, many felt afraid to leave their accommodations, particularly at night, the report said.
The report also alleged that Nauruan police tended to downplay or ignore asylum seekers' reports of abuse.",human right watch amnesti intern releas report criticis condit detent centr island nauru report conclud australia must intent allow abus detaine deter asylum seeker statement immigr depart criticis amnesti consult govern consult depart immigr border protect amnesti intern prepar report statement said strong refut mani alleg report would encourag amnesti intern contact depart air alleg kind statement said australia exert control law nauru sovereign countri said australian govern welcom independ scrutini facil australia transport asylum seeker arriv boat off-shor process centr nauru papua new guinea read asylum seeker controversi australia amnesti intern human right watch report written incognito visit nauru last month organis said australia action seem design discourag migrant attempt get australia documentari evid provid report support claim interview refuge asylum seeker unearth claim rape assault hand nauruan local inadequ medic care cramp uncomfort live condit detent centr nauru run compani call broadspectrum medic servic provid intern health medic servic compani contract australian govern one woman quot report said marri man year senior order feel safe island anoth said nauruan men driven jungl intent rape although held island identifi genuin refuge releas communiti mani felt afraid leav accommod particular night report said report also alleg nauruan polic tend downplay ignor asylum seeker report abus
32282272,"Assembly Tory leader Andrew RT Davies said although devolved, health was one of the main election issues for voters.
""Wherever you go across Wales people raise the issue of the NHS, and Labour are running the NHS in Wales,"" he said.
Labour responded saying that Tory sums on the NHS ""simply don't add up"".
Mr Davies said Welsh Conservatives would protect health spending and introduce a cancer drugs fund.
He defended his party's decision to campaign on an area of policy that was not controlled in Wales by Westminster.
""(Labour leader) Ed Miliband has used the example of 'compare and contrast', and I think it is perfectly reasonable to point out we don't have a cancer drugs fund here in Wales and some of the most disappointing ambulance response times on record,"" he said.
""There is a real dilemma for voters in May. Do they want to vote for the Conservative party who want to protect health spending or do they endorse a party who have drastically cut health provision in Wales?""
But Welsh Labour's Deputy Health Minister Vaughan Gething accused the Conservatives of wanting to privatise the NHS.
""The Tories have had three opportunities in the campaign so far to rule out privatising the NHS and they have refused to do so"" he said.
He added: ""This election is a clear choice between a Labour government that would invest in the NHS to train an extra 1000 doctors, nurses and front-line staff, or a Tory government that would introduce a tablet tax for sick people and privatise health services.""
Elsewhere on the campaign trail on Monday, Welsh Lib Dem leader Kirsty Williams was promising better rural health care while visiting target seats in mid Wales.
Ms Williams said her party wanted to invest in cottage hospitals and community care.
""An urgent care centre in Montgomeryshire is essential if we are to relieve pressure on A&E departments and cut waiting times,"" she said.
Plaid Cymru accused its rivals of neglecting the economy of north Wales.
Party leader Leanne Wood said: ""Every community has a stake in making our country a success and it is time the north of Wales got the investment and vision it deserves from governments in Cardiff and London.""
UKIP's leader in Wales Nathan Gill was campaigning in Brecon and Radnorshire.
Meanwhile Labour has promised more powers for Wales over transport, energy and assembly elections in its manifesto launched in Manchester on Monday.",assembl torus leader andrew rt davi said although devolv health one main elect issu voter wherev go across wale peopl rais issu nh labour run nh wale said labour respond say torus sum nh simpli add mr davi said welsh conserv would protect health spend introduc cancer drug fund defend parti decis campaign area polici control wale westminst (labour leader) ed miliband use exampl compar contrast think perfect reason point cancer drug fund wale disappoint ambul respons time record said real dilemma voter may want vote conserv parti want protect health spend endors parti drastic cut health provis wale welsh labour deputi health minist vaughan geth accus conserv want privatis nh torus three opportun campaign far rule privatis nh refus said ad elect clear choic labour govern would invest nh train extra doctor nurs front-lin staff torus govern would introduc tablet tax sick peopl privatis health servic elsewher campaign trail monday welsh lib dem leader kirsti william promis better rural health care visit target seat mid wale m william said parti want invest cottag hospit communiti care urgent care centr montgomeryshir essenti reliev pressur a&e depart cut wait time said plaid cymru accus rival neglect economi north wale parti leader leann wood said everi communiti stake make countri success time north wale got invest vision deserv govern cardiff london ukip leader wale nathan gill campaign brecon radnorshir meanwhil labour promis power wale transport energi assembl elect manifesto launch manchest monday
36093072,"The wooden building is at Abersoch on the Llŷn Peninsula in Gwynedd.
Measuring just 13ft by 9ft, it has no electricity or water - and you are banned from sleeping in it overnight.
For the same price just a few miles away you could snap-up a two-bedroom house in the village of Llanbedrog - or even a seven-bedroom terraced house at Tywyn across Cardigan Bay.
""It's certainly the highest price ever achieved for a beach hut in Abersoch,"" remarked Tony Webber, auction surveyor at Beresford Adams Countrywide Auctions.
""It's quite incredible. We had two very determined bidders, both from the Cheshire area, who were bidding separately. They were very determined to buy it.""
The auctioneers said the hut is ""in need of some TLC"" - but does include part of the beach in front of the hut into the sea.
The previous record for the beach huts on the Abersoch sands was £70,000 in 2008.",wooden build abersoch lln peninsula gwynedd measur ft ft electr water - ban sleep overnight price mile away could snap-up two-bedroom hous villag llanbedrog - even seven-bedroom terrac hous tywyn across cardigan bay certain highest price ever achiev beach hut abersoch remark toni webber auction surveyor beresford adam countrywid auction quit incred two determin bidder cheshir area bid separ determin buy auction said hut need tlc - includ part beach front hut sea previous record beach hut abersoch sand
38879972,"6 February 2017 Last updated at 14:54 GMT
The third-party websites are not endorsed by Fifa or the video game publisher EA Sports.
The BBC's Chris Foxx explains how it worked.",februari last updat gmt third-parti websit endors fifa video game publish ea sport bbc chris foxx explain work
32106473,"Earlier this year, signs for the Clifton Village residents' parking zone appeared but some were fixed to railings which are Grade II* listed.
It prompted complaints that the signs were spoiling a conservation area.
The council said it used railings as much as possible to minimise posts in the pavement.
It said it ""met regularly"" with English Heritage to talk about listed building work and legislation.
The council said when signs were put up in the Kingsdown conservation area it was advised as long as it was not making ""significant or permanent changes to a building, which would alter its character, it was acceptable"".
English Heritage's letter, seen by the BBC, raised the ""potential cumulative impact"" of the signs in West Mall and Caledonia Place, which contains listed buildings.
""We would suggest that taken together such work might fall within Section 7 of the [Planning and Listed Buildings and Conservation 1990] Act,"" it said.
""In our view, it would be prudent to seek a listed building consent... to allow for a careful consideration of the impact of the works on the special interest of the terrace, of the number of signs and the consideration of alternative locations.""
Numbers one to 31 Caledonia Place and their attached basement railings are Grade II* listed by English Heritage for their ""special architectural or historic interest"".",earlier year sign clifton villag resid park zone appear fix rail grade ii* list prompt complaint sign spoil conserv area council said use rail much possibl minimis post pavement said met regular english heritag talk list build work legisl council said sign put kingsdown conserv area advis long make signific perman chang build would alter charact accept english heritag letter seen bbc rais potenti cumul impact sign west mall caledonia place contain list build would suggest taken togeth work might fall within section [plan list build conserv ] act said view would prudent seek list build consent allow care consider impact work special interest terrac number sign consider altern locat number one caledonia place attach basement rail grade ii* list english heritag special architectur histor interest
40415815,"Civil protection officials have already revealed that rescuers were let down by the Siresp emergency services network during the four-day disaster.
Now details have emerged of pleas for help that did not get through to commanders on the ground.
The government has ordered an investigation into the network.
The fire began in the Pedrógão Grande area during the afternoon on 17 June and within hours the failures of the emergency network, which relies on mobile antennas, were becoming clear.
The first failure came at 19:45 on 17 June. Three people dialled the 112 emergency number from an abandoned house in nearby Casalinho to report that the building was surrounded by flames. Emergency services tried to contact the local command post and the deputy commander but were unable to get through, according to a civil protection authority (ANPC) timeline, described by Portuguese media as a ""black box"".
Five minutes later, officials were unable to contact a command post to help a father and son in trouble a few kilometres away in Troviscais. These and several other cases are documented throughout the night by the Público and Jornal de Notícias websites.
At 01:02 on 18 June comes the most chilling entry on the civil protection authority's log, in a reference to the deaths of 47 people on a single stretch of the N-236 road. Thirty of the victims died in their cars. A district relief operations command appeals for help in tackling ""breakdowns in the Siresp network"" and for ""lifting the dead victims who are in the road, making it impossible for combat means to get through"".
The civil protection authority has already confirmed ""failures in the Siresp network"" that continued throughout the four-day emergency and on the Saturday evening, firefighters resorted to using their old radio network.
The government on Monday said it had asked for a study into Siresp's operation, particularly during serious accidents and disasters. Prime Minister Antonio Costa said last week that the network had suffered because cables and communication towers had been damaged by the fire. However, he said the mobile network had provided temporary mobile antennas.
The forest fires were the worst in Portugal's history, with 64 dead and 254 injured.
Portugal's Siresp (joint emergency and security network system) has had a chequered past. It was set up in 2006 as a partnership between the government and private sector.
The system stopped working during a rescue attempt in storms in January 2013 and it was linked to the deaths of two firefighters a few months later.",civil protect offici alreadi reveal rescuer let siresp emerg servic network four-day disast detail emerg plea help get command ground govern order investig network fire began pedrgo grand area afternoon june within hour failur emerg network reli mobil antenna becom clear first failur came june three peopl diall emerg number abandon hous nearbi casalinho report build surround flame emerg servic tri contact local command post deputi command unabl get accord civil protect author (anpc) timelin describ portugues medium black box five minut later offici unabl contact command post help father son troubl kilometr away troviscai sever case document throughout night pblico jornal de notcia websit june come chill entri civil protect author log refer death peopl singl stretch n- road thirti victim die car district relief oper command appeal help tackl breakdown siresp network lift dead victim road make imposs combat mean get civil protect author alreadi confirm failur siresp network continu throughout four-day emerg saturday even firefight resort use old radio network govern monday said ask studi siresp oper particular serious accid disast prime minist antonio costa said last week network suffer cabl communic tower damag fire howev said mobil network provid temporari mobil antenna forest fire worst portug histori dead injur portug siresp (joint emerg secur network system) chequer past set partnership govern privat sector system stop work rescu attempt storm januari link death two firefight month later
34581918,"The election will determine who will succeed Sepp Blatter, who has been president since 1998.
Blatter, 79, and vice-president Michel Platini have both been suspended for 90 days amid corruption allegations, which both men deny.
Platini is seeking the next presidency, as is Prince Ali bin al-Hussein.
Frenchman Platini, president of European football's governing body Uefa, submitted his candidacy papers earlier this month, but Fifa says it cannot recognise his candidacy while his ban is in place and he cannot campaign.
However, Fifa's electoral committee says it may allow him to stand if his suspension ends before the election date.
Shaikh Salman bin Ebrahim Al Khalifa of Bahrain is expected to contest the election. Former Trinidad and Tobago midfielder David Nakhid said he will stand, while ex-Tottenham defender Ramon Vega is considering doing likewise.
South Korean Chung Mong-joon, another confirmed candidate, claimed his campaign has been ""sabotaged"" by a six-year ban from Fifa's ethics committee. On Tuesday, the 64-year-old's bid to lift the ban was rejected a Zurich district court.
Swiss Blatter is under criminal investigation over claims he made a £1.35m payment to Platini in 2011, as well as allegations he signed a contract ""unfavourable"" to Fifa.
Fifa's reform committee also made a number of recommendations for the governing body to make changes to ""improve efficiency, prevent fraud and conflicts of interest and increase transparency in the organisation"".
A 12-person panel, chaired by former International Olympic Committee director general Francois Carrard, including officials from the six continental confederations, proposed:
More recommendations will be added before being put to the executive committee in December 2015 prior to Fifa's members approving any changes in February 2016.",elect determin succeed sepp blatter presid sinc blatter vice-presid michel platini suspend day amid corrupt alleg men deni platini seek next presid princ ali bin al-hussein frenchman platini presid european footbal govern bodi uefa submit candidaci paper earlier month fifa say cannot recognis candidaci ban place cannot campaign howev fifa elector committe say may allow stand suspens end elect date shaikh salman bin ebrahim al khalifa bahrain expect contest elect former trinidad tobago midfield david nakhid said stand ex-tottenham defend ramon vega consid likewis south korean chung mong-joon anoth confirm candid claim campaign sabotag six-year ban fifa ethic committe tuesday -year-old bid lift ban reject zurich district court swiss blatter crimin investig claim made payment platini well alleg sign contract unfavour fifa fifa reform committe also made number recommend govern bodi make chang improv effici prevent fraud conflict interest increas transpar organis -person panel chair former intern olymp committe director general francoi carrard includ offici six continent confeder propos recommend ad put execut committe decemb prior fifa member approv chang februari
33004157,"The camera has gone into operation at the Blackhall Place-Benburb Street junction on the Luas red line.
Motorists breaking a red light will automatically receive three penalty points and a fine of up to 120 euros (Â£88).
Penalty points will increase to five if there is a court conviction.
The first such system in Ireland has been introduced in response to the large number of collisions between road vehicles and trams at the junction.
Since the Luas went into operation in 2004 there have been 338 collisions between trams and vehicles and 95% have occurred on the red line, which serves Saggart and Tallaght to the city centre.
One of the worst junctions for collisions was identified as the Blackhall Place-Benburb Street junction in Dublin 7.
It is understood the system could be rolled out to other junctions.",camera gone oper blackhal place-benburb street junction lua red line motorist break red light automat receiv three penalti point fine euro () penalti point increas five court convict first system ireland introduc respons larg number collis road vehicl tram junction sinc lua went oper collis tram vehicl % occur red line serv saggart tallaght citi centr one worst junction collis identifi blackhal place-benburb street junction dublin understood system could roll junction
30334943,"Wednesday's clash between Sunderland and Manchester City at the Stadium of Light saw a figure dressed as the superhero walk among the players.
Bradley Minto, 18, of Fordfield Road, Sunderland was charged with entering an area designated for football matches.
Mr Minto will appear at Sunderland Magistrates' Court on 23 December.
Manchester City won the match 4-1.",wednesday clash sunderland manchest citi stadium light saw figur dress superhero walk among player bradley minto fordfield road sunderland charg enter area design footbal match mr minto appear sunderland magistr court decemb manchest citi match -
33280503,"The camp, where teenage diarist Anne Frank was among thousands to die, was liberated by British soldiers in 1945.
The UK monarch, accompanied by the Duke of Edinburgh, laid a wreath at a memorial there on the final day of her four-day state visit to Germany.
She met British veterans who liberated the camp, and heard stories of the ""horrific"" scenes that greeted them.
More than 50,000 prisoners from all over Europe were killed at Bergen-Belsen or died later as a result of their treatment in the camp.
This was a Queen who lived through World War Two as a teenager, coming to learn first-hand about some of the very worst excesses of a former enemy.
With Prince Philip she passed the mounds that mark where the mass graves are.  There are 13 mounds.  They contain the remains of more than 20,000 people.
There was no pomp or ceremony; just a couple from the wartime generation taking their time to reflect and to pay their respects.
The 89-year-old Queen and her husband, who's 94, walked quite a distance through what remains of the camp, and met a few of those who lived and three of the British soldiers who set them free.  The survivors and the liberators told them about their shared experience of horror.
At the end the Queen said to one person: ""It's difficult to imagine isn't it?""
Read more from Peter Hunt
Bergen-Belsen liberated 70 years ago
Bergen-Belsen survivor reunites with one of the camp liberators
The Belsen 'finishing camp' remembered
The Queen, who is patron of the Holocaust Memorial Day Trust, had not visited a concentration camp before and it is believed she requested the trip.
She was taken on a tour of the site - which was razed to the ground and is now a museum and memorial to those who died - with the minimum of protocol.
She met with representatives of Jewish and Christian communities, as well as a small group of survivors and liberators.
Among them was veteran pilot Captain Eric ""Winkle"" Brown, 96. The Queen asked him what sort of scene greeted the British troops when he first arrived.
""I told her this was just a field of corpses,"" he said.
He said the Queen replied: ""It must have been horrific really.""
""She was listening very carefully. I would say she was quite affected by the atmosphere here. You can't avoid it, can you?"" he added.
The Queen also visited a memorial to Anne Frank and her sister Margot.
Millions of copies of Anne Frank's Diary, written during the two years the teenager and her family hid from the Nazis in occupied Amsterdam, have been sold across the world.
Dr Jens-Christian Wagner, head of the Bergen-Belsen Memorial who gave the royal couple a guided tour, said the experience of visiting the site had been an emotional one for the Queen.
British troops found 60,000 prisoners when they entered the gates in April 1945, suffering from malnutrition, disease and the brutal treatment they had endured.
Thousands of corpses also lay unburied on the camp grounds.
Another of the first British soldiers to arrive after liberation described the scene to BBC Radio 5live.
Corporal Bernard Levy, who was 19 at the time, said: ""It was so horrendous that nobody could take it in.
""For 68 years I'd shut the whole subject out of my mind.
""But we've got to make sure that this particular horror stays in people's minds.""
The visit to the former concentration camp was the Queen's final engagement before returning to the UK.
During her official visit, she also met German Chancellor Angela Merkel and visited Berlin and Frankfurt.",camp teenag diarist ann frank among thousand die liber british soldier uk monarch accompani duke edinburgh laid wreath memori final day four-day state visit germani met british veteran liber camp heard stori horrif scene greet prison europ kill bergen-belsen die later result treatment camp queen live world war two teenag come learn first-hand worst excess former enemi princ philip pas mound mark mass grave mound contain remain peopl pomp ceremoni coupl wartim generat take time reflect pay respect -year-old queen husband walk quit distanc remain camp met live three british soldier set free survivor liber told share experi horror end queen said one person difficult imagin read peter hunt bergen-belsen liber year ago bergen-belsen survivor reunit one camp liber belsen finish camp rememb queen patron holocaust memori day trust visit concentr camp believ request trip taken tour site - raze ground museum memori die - minimum protocol met repres jewish christian communiti well small group survivor liber among veteran pilot captain eric winkl brown queen ask sort scene greet british troop first arriv told field corp said said queen repli must horrif realli listen care would say quit affect atmospher avoid ad queen also visit memori ann frank sister margot million copi ann frank diari written two year teenag famili hid nazi occupi amsterdam sold across world dr jens-christian wagner head bergen-belsen memori gave royal coupl guid tour said experi visit site emot one queen british troop found prison enter gate april suffer malnutrit diseas brutal treatment endur thousand corp also lay unburi camp ground anoth first british soldier arriv liber describ scene bbc radio live corpor bernard levi time said horrend nobodi could take year shut whole subject mind got make sure particular horror stay peopl mind visit former concentr camp queen final engag return uk offici visit also met german chancellor angela merkel visit berlin frankfurt
25726782,"The programme was put in place by Dumfries and Galloway Council after Irish Sea ferry operator Stena Line moved its port operations to Cairnryan.
The strategy aims to redevelop the harbour as a marina complex as well as seeing wider regeneration of the town.
In total, almost £2.5m is being invested in the project.
The breakdown for the latest spending is:
Councillors have now given their approval for the plans for the final tranche of funding.",programm put place dumfri galloway council irish sea ferri oper stena line move port oper cairnryan strategi aim redevelop harbour marina complex well see wider regener town total almost invest project breakdown latest spend councillor given approv plan final tranch fund
35479854,"The Midlands club are bottom of the Premier League - 10 points from safety - and failed to make any signings in the January transfer window.
Reports have since suggested Garde will reassess his future in the summer.
But the Frenchman said: ""I'm speaking only about the game. I have nothing else to say. It's not the time to answer this question.""
Villa had a penalty appeal rejected against the Hammers before having Jordan Ayew sent off after just 17 minutes.
West Ham opened the scoring through Michail Antonio - a goal Garde thought might have been offside - before Cheikhou Kouyate added a second for the Upton Park outfit.
""I'm not going to speak any more (about) the incident, it's a major one in the game but I don't have to explain my feelings, and you can guess Jordan's feelings,"" he added.
""Whatever happens in the dressing room is private.
""But I'm not sure it was the only incident that turned the game. Of course I think we should have had a penalty.
""I'm not a lucky or unlucky man, but I don't like to hear it's because we are at the bottom. The rules in football are there for everybody.""",midland club bottom premier leagu - point safeti - fail make sign januari transfer window report sinc suggest gard reassess futur summer frenchman said speak game noth el say time answer question villa penalti appeal reject hammer jordan ayew sent minut west ham open score michail antonio - goal gard thought might offsid - cheikhou kouyat ad second upton park outfit go speak (about) incid major one game explain feel guess jordan feel ad whatev happen dress room privat sure incid turn game cours think penalti lucki unlucki man like hear bottom rule footbal everybodi
32716226,"Announcing his decision, Dane County District Attorney Ishmael Ozanne said police officer Matt Kenny had been attacked and feared for his life.
Nineteen-year-old Tony Robinson Jr, who was mixed race and unarmed, was shot on 6 March in a Madison apartment.
His death sparked protests in the state capitol building, one of a series of US police shootings to raise tensions.
More protesters with banners saying ""Black lives matter"" gathered in Madison after the attorney made his announcement on Tuesday.
Mr Robinson's mother, Andrea Irwin, vowed to continue the ""fight"" as she addressed a crowd of supporters outside Grace Episcopal Church.
Earlier, Mr Ozanne had said: ""This tragic and unfortunate death was the result of a lawful use of deadly police force and no charges should be brought against Kenny.""
Officer Kenny was responding to an emergency call about a man obstructing traffic who had allegedly been involved in an assault, when he confronted Robinson.
On the night of the shooting, Robinson had various illicit drugs in his system, according to autopsy reports.
His friends who made multiple 911 calls said he was ""acting crazy"" and tried to choke one of them. They said he attacked people on the sidewalk and was running in front of cars, Mr Ozanne said.
Mr Kenny drew his firearm before entering the apartment building Robinson was in and he claims he was attacked by Robinson at the top of the stairs.
He said he feared he would be knocked down the stairs and Robinson would take his gun, and he fired seven shots at him.
But Mr Robinson's relatives, and many of the Wisconsin protesters, insist he is a victim of police brutality.
""My decision won't bring him back, it will not end the racial disparities that exist in justice system,"" said Mr Ozanne.
""It is not based on emotion, rather the facts as they have been investigated and reported to me, guided by the rule of law.""",announc decis dane counti district attorney ishmael ozann said polic offic matt kenni attack fear life nineteen-year-old toni robinson jr mix race unarm shot march madison apart death spark protest state capitol build one seri u polic shoot rais tension protest banner say black live matter gather madison attorney made announc tuesday mr robinson mother andrea irwin vow continu fight address crowd support outsid grace episcop church earlier mr ozann said tragic unfortun death result law use dead polic forc charg brought kenni offic kenni respond emerg call man obstruct traffic alleg involv assault confront robinson night shoot robinson various illicit drug system accord autopsi report friend made multipl call said act crazi tri choke one said attack peopl sidewalk run front car mr ozann said mr kenni drew firearm enter apart build robinson claim attack robinson top stair said fear would knock stair robinson would take gun fire seven shot mr robinson relat mani wisconsin protest insist victim polic brutal decis bring back end racial dispar exist justic system said mr ozann base emot rather fact investig report guid rule law
37047554,"The list of 198 firms owed a total of £466,219 in arrears and included football clubs, recruitment firms, care homes and hairdressers.
Top of the list was a London restaurant which owed almost £100,000 to 30 employees.
The Department for Business, Energy and Industrial Strategy said all the money owed had been paid back to workers.
The list was the largest of its kind since the ""naming and shaming"" scheme was introduced in October 2013.
The department said 688 employers in total have been publicly identified for flouting the law, with total arrears of more than £3.5m.
Business Minister Margot James said: ""It is not acceptable that some employers fail to pay at least the minimum wage their workers are entitled to.
""So we'll continue to crack down on those who ignore the law, including by naming and shaming them.""
Restaurant San Lorenzo in Wimbledon, South West London, owed £99,541.98 to 30 workers, while Premier Recruitment Ltd in Derby owed £34,797.33 to 424 workers.
Also on the list were football clubs Blackpool FC and Brighton and Hove Albion, which owed £2,861.64 to one worker.
Brighton and Hove Albion said its reputation had been ""unfairly tarnished"" by its inclusion on the list, claiming the case was a ""minor administrative error"" which resulted from being ""over generous"" in paying expenses to someone on work experience two years ago.
A spokesman for the club insisted: ""We are one of the few clubs who pays its staff over and above the National Living Wage.""
TUC general secretary Frances O'Grady called for the ""worst offenders"" to be prosecuted, adding: ""Bosses who try to duck the minimum wage must have nowhere to hide.
""The level of underpayment in some cases is truly eye-watering.""
The list comes after the new National Living Wage was introduced in April, requiring employers to pay at least £7.20 an hour to employees aged 25 and over.
However, the Living Wage Foundation calculates that a rate of £8.25 per hour is required to meet the cost of living, rising to £9.40 in London. Some employers pay this higher living wage voluntarily.
The National Living Wage of £6.70 an hour applies to workers aged 21 to 24, with lower rates for younger people and apprentices.
The government's list includes firms that have failed to pay either the minimum wage or the National Living Wage.
Conor D'Arcy from think tank the Resolution Foundation backed the government's policy of naming and shaming but added: ""With the number of people on the wage floor set to treble over the next four years, the government will need to strengthen its resources for enforcing both the national minimum wage and the national living wage.""
Green Party peer Baroness Jones said: ""The government must introduce a real Living Wage, calculated by the actual cost of living, as called for by the Living Wage Foundation and the Green Party, among others.
""This is the only way to ensure people can afford to live in Britain today.""",list firm owe total arrear includ footbal club recruit firm care home hairdress top list london restaur owe almost employe depart busi energi industri strategi said money owe paid back worker list largest kind sinc name shame scheme introduc octob depart said employ total public identifi flout law total arrear busi minist margot jame said accept employ fail pay least minimum wage worker entitl continu crack ignor law includ name shame restaur san lorenzo wimbledon south west london owe worker premier recruit ltd derbi owe worker also list footbal club blackpool fc brighton hove albion owe one worker brighton hove albion said reput unfair tarnish inclus list claim case minor administr error result generous pay expens someon work experi two year ago spokesman club insist one club pay staff nation live wage tuc general secretari franc gradi call worst offend prosecut ad bos tri duck minimum wage must nowher hide level underpay case truli eye-wat list come new nation live wage introduc april requir employ pay least hour employe age howev live wage foundat calcul rate per hour requir meet cost live rise london employ pay higher live wage voluntarili nation live wage hour appli worker age lower rate younger peopl apprentic govern list includ firm fail pay either minimum wage nation live wage conor arci think tank resolut foundat back govern polici name shame ad number peopl wage floor set trebl next four year govern need strengthen resourc enforc nation minimum wage nation live wage green parti peer baro jone said govern must introduc real live wage calcul actual cost live call live wage foundat green parti among other way ensur peopl afford live britain today
36565290,"The closures from 20:00 to 06:00 BST from Monday should only affect traffic in one direction, although at times both tunnels may be closed.
Newport's A48 Southern Distributor Road will be used for diversions.
Economy and Infrastructure Secretary Ken Skates said there was an ""ongoing commitment"" to improving the motorway.
The work is due to be carried out mainly at night until February 2018, with the M4 scheduled to be closed between junctions 25A for Caerleon and Cwmbran and 26 at Malpas up to five nights a week.
Diversions will be put in place between junction 24 at Coldra and junction 28 at Tredegar Park for through traffic, although local traffic will be allowed to travel up to junctions 25A and 26 to access local routes.
""The M4 is of vital importance to the Welsh economy and this maintenance to the Brynglas tunnels forms part of our ongoing commitment to improving the motorway,"" said Mr Skates.
""The timing of this work is designed to ensure that it's carried out safely and as quickly as reasonably possible, with minimal possible disruption to road users.""",closur bst monday affect traffic one direct although time tunnel may close newport southern distributor road use diver economi infrastructur secretari ken skate said ongo commit improv motorway work due carri main night februari schedul close junction caerleon cwmbran malpa five night week diver put place junction coldra junction tredegar park traffic although local traffic allow travel junction access local rout vital import welsh economi mainten bryngla tunnel form part ongo commit improv motorway said mr skate time work design ensur carri safe quick reason possibl minim possibl disrupt road user
